Date,Store ID,Product ID,Inventory Level,Units Sold,Units Ordered,Price,Discount,Holiday/Promotion,Year,Month,Day,DayOfWeek,NET_PRICE,Price_Diff,Price_Ratio,units_sold_lag_1,units_sold_lag_2,units_sold_lag_3,units_sold_lag_7,units_sold_lag_14,units_sold_lag_30,units_sold_lag_365,sales_roll_mean_7,sales_roll_mean_30,Category_Electronics,Category_Furniture,Category_Groceries,Category_Toys,Region_North,Region_South,Region_West,Weather Condition_Rainy,Weather Condition_Snowy,Weather Condition_Sunny,Seasonality_NEW_Spring,Seasonality_NEW_Summer,Seasonality_NEW_Winter
2022-02-26,S001,P0009,262,16,29,56.72,5,0,2022,2,26,5,53.88399999999999,-2.9399999999999977,0.9507207509218908,302.0,55.0,369.0,97.0,0.0,154.0,,183.42857142857142,127.93333333333334,0,0,1,0,0,0,0,0,0,1,0,0,1
2022-02-27,S001,P0009,462,28,21,48.94,10,0,2022,2,27,6,44.046,4.729999999999997,1.1069893689210586,16.0,302.0,55.0,114.0,157.0,86.0,,171.85714285714286,123.33333333333333,0,0,1,0,0,1,0,0,0,1,0,0,1
2022-02-28,S001,P0009,381,381,86,13.63,5,1,2022,2,28,0,12.948500000000001,-4.779999999999999,0.7403585008147746,28.0,16.0,302.0,35.0,47.0,24.0,,159.57142857142858,121.4,0,0,0,0,0,1,0,1,0,0,0,0,1
2022-03-01,S001,P0009,63,24,156,83.25,5,0,2022,3,1,1,79.08749999999999,3.25,1.040625,381.0,28.0,16.0,312.0,39.0,241.0,,209.0,133.3,0,0,1,0,1,0,0,0,1,0,1,0,0
2022-03-02,S001,P0009,340,157,152,10.21,5,1,2022,3,2,2,9.6995,0.6100000000000012,1.0635416666666668,24.0,381.0,28.0,369.0,248.0,9.0,,167.85714285714286,126.06666666666666,1,0,0,0,1,0,0,0,0,1,1,0,0
2022-03-03,S001,P0009,89,8,91,45.12,10,0,2022,3,3,3,40.608,2.5700000000000003,1.0603995299647473,157.0,24.0,381.0,55.0,168.0,125.0,,137.57142857142858,131.0,1,0,0,0,0,0,0,0,0,1,1,0,0
2022-03-04,S001,P0009,89,9,168,77.14,10,1,2022,3,4,4,69.426,4.6200000000000045,1.0637065637065637,8.0,157.0,24.0,302.0,75.0,46.0,,130.85714285714286,127.1,1,0,0,0,0,0,1,1,0,0,1,0,0
2022-03-05,S001,P0009,124,121,73,24.56,20,1,2022,3,5,5,19.648,-1.0100000000000016,0.9605005866249511,9.0,8.0,157.0,16.0,97.0,39.0,,89.0,125.86666666666666,1,0,0,0,0,0,1,1,0,0,1,0,0
2022-03-06,S001,P0009,429,77,81,42.25,5,1,2022,3,6,6,40.137499999999996,2.1499999999999986,1.0536159600997506,121.0,9.0,8.0,28.0,114.0,88.0,,104.0,128.6,0,0,0,0,1,0,0,0,0,1,1,0,0
2022-03-07,S001,P0009,206,7,121,50.49,5,1,2022,3,7,0,47.9655,2.6700000000000017,1.0558343789209537,77.0,121.0,9.0,381.0,35.0,15.0,,111.0,128.23333333333332,0,0,0,1,0,1,0,1,0,0,1,0,0
2022-03-08,S001,P0009,410,37,122,34.88,15,0,2022,3,8,1,29.648,3.070000000000004,1.096510531279472,7.0,77.0,121.0,24.0,312.0,103.0,,57.57142857142857,127.96666666666667,0,1,0,0,0,1,0,1,0,0,1,0,0
2022-03-09,S001,P0009,231,128,105,26.26,0,0,2022,3,9,2,26.26,-1.25,0.9545619774627409,37.0,7.0,77.0,157.0,369.0,8.0,,59.42857142857143,125.76666666666667,0,0,1,0,0,0,1,1,0,0,1,0,0
2022-03-10,S001,P0009,259,9,61,21.79,15,0,2022,3,10,3,18.5215,3.9299999999999997,1.2200447928331466,128.0,37.0,7.0,8.0,55.0,110.0,,55.285714285714285,129.76666666666668,0,0,0,1,0,0,1,1,0,0,1,0,0
2022-03-11,S001,P0009,276,38,40,32.9,5,0,2022,3,11,4,31.254999999999995,-1.1900000000000048,0.9650924024640656,9.0,128.0,37.0,9.0,302.0,143.0,,55.42857142857143,126.4,1,0,0,0,0,0,1,0,1,0,1,0,0
2022-03-12,S001,P0009,84,59,143,64.42,15,1,2022,3,12,5,54.757,-1.3599999999999994,0.9793250228032837,38.0,9.0,128.0,121.0,16.0,217.0,,59.57142857142857,122.9,0,0,1,0,0,1,0,0,0,0,1,0,0
2022-03-13,S001,P0009,350,171,129,94.53,15,0,2022,3,13,6,80.3505,-1.0100000000000051,0.9894285116181704,59.0,38.0,9.0,77.0,28.0,412.0,,50.714285714285715,117.63333333333334,0,1,0,0,0,0,1,1,0,0,1,0,0
2022-03-14,S001,P0009,274,143,24,83.51,10,1,2022,3,14,0,75.159,-3.539999999999992,0.959333716255026,171.0,59.0,38.0,7.0,381.0,0.0,,64.14285714285714,109.6,0,0,0,0,0,1,0,0,0,0,1,0,0
2022-03-15,S001,P0009,89,20,35,66.85,5,1,2022,3,15,1,63.50749999999999,-2.8200000000000074,0.9595234677766613,143.0,171.0,59.0,37.0,24.0,157.0,,83.57142857142857,114.36666666666666,1,0,0,0,0,1,0,0,0,1,1,0,0
2022-03-16,S001,P0009,357,107,51,19.6,5,0,2022,3,16,2,18.62,1.0200000000000031,1.054897739504844,20.0,143.0,171.0,128.0,157.0,47.0,,81.14285714285714,109.8,0,0,0,1,1,0,0,1,0,0,1,0,0
2022-03-17,S001,P0009,179,105,97,48.55,0,1,2022,3,17,3,48.55,4.729999999999997,1.1079415791875855,107.0,20.0,143.0,9.0,8.0,39.0,,78.14285714285714,111.8,0,1,0,0,0,0,0,0,1,0,1,0,0
2022-03-18,S001,P0009,104,60,33,13.17,10,1,2022,3,18,4,11.853,-2.9700000000000006,0.8159851301115242,105.0,107.0,20.0,38.0,9.0,248.0,,91.85714285714286,114.0,0,1,0,0,0,0,0,0,0,0,1,0,0
2022-03-19,S001,P0009,222,66,30,88.12,15,1,2022,3,19,5,74.902,0.38000000000000966,1.0043309778892182,60.0,105.0,107.0,59.0,121.0,168.0,,95.0,107.73333333333333,0,0,0,1,0,0,0,1,0,0,1,0,0
2022-03-20,S001,P0009,378,193,68,67.36,10,1,2022,3,20,6,60.624,-3.6599999999999966,0.9484652210644889,66.0,60.0,105.0,171.0,77.0,75.0,,96.0,104.33333333333333,1,0,0,0,1,0,0,0,0,1,1,0,0
2022-03-21,S001,P0009,194,30,189,45.25,5,1,2022,3,21,0,42.9875,2.4200000000000017,1.05650245155265,193.0,66.0,60.0,143.0,7.0,97.0,,99.14285714285714,108.26666666666667,0,0,0,0,0,0,1,0,0,0,1,0,0
2022-03-22,S001,P0009,106,27,35,56.69,0,0,2022,3,22,1,56.69,-3.8800000000000026,0.935941885421826,30.0,193.0,66.0,20.0,37.0,114.0,,83.0,106.03333333333333,0,1,0,0,1,0,0,0,1,0,1,0,0
2022-03-23,S001,P0009,262,187,147,62.59,5,0,2022,3,23,2,59.4605,0.9200000000000017,1.0149181125344575,27.0,30.0,193.0,107.0,128.0,35.0,,84.0,103.13333333333334,0,0,0,0,0,0,1,0,0,0,1,0,0
2022-03-24,S001,P0009,451,289,143,99.17,10,0,2022,3,24,3,89.253,-4.890000000000001,0.9530078800691908,187.0,27.0,30.0,105.0,9.0,312.0,,95.42857142857143,108.2,0,0,0,1,0,0,1,0,0,0,1,0,0
2022-03-25,S001,P0009,161,45,65,86.08,10,1,2022,3,25,4,77.472,-0.07000000000000739,0.9991874637260592,289.0,187.0,27.0,60.0,38.0,369.0,,121.71428571428571,107.43333333333334,0,0,0,1,0,1,0,1,0,0,1,0,0
2022-03-26,S001,P0009,362,28,32,47.41,15,1,2022,3,26,5,40.2985,-2.520000000000003,0.9495293410775084,45.0,289.0,187.0,66.0,59.0,55.0,,119.57142857142857,96.63333333333334,0,0,0,1,0,0,1,0,0,0,1,0,0
2022-03-27,S001,P0009,76,29,80,38.66,10,1,2022,3,27,6,34.794,4.199999999999996,1.12188044109112,28.0,45.0,289.0,193.0,171.0,302.0,,114.14285714285714,95.73333333333333,0,1,0,0,0,0,0,0,0,0,1,0,0
2022-03-28,S001,P0009,136,92,23,51.48,10,1,2022,3,28,0,46.332,-3.200000000000003,0.9414776883686905,29.0,28.0,45.0,30.0,143.0,16.0,,90.71428571428571,86.63333333333334,0,0,0,0,1,0,0,0,0,1,1,0,0
2022-03-29,S001,P0009,232,112,49,85.77,20,0,2022,3,29,1,68.616,-1.480000000000004,0.9830372492836675,92.0,29.0,28.0,27.0,20.0,28.0,,99.57142857142857,89.16666666666667,0,0,0,0,0,0,1,1,0,0,1,0,0
2022-03-30,S001,P0009,466,370,123,83.92,0,0,2022,3,30,2,83.92,1.9699999999999989,1.024039048200122,112.0,92.0,29.0,187.0,107.0,381.0,,111.71428571428571,91.96666666666667,0,0,0,1,1,0,0,0,0,0,1,0,0
2022-03-31,S001,P0009,500,65,33,93.35,0,1,2022,3,31,3,93.35,2.019999999999996,1.0221175955326836,370.0,112.0,92.0,289.0,105.0,24.0,,137.85714285714286,91.6,0,0,1,0,0,1,0,1,0,0,1,0,0
2022-04-01,S001,P0009,205,23,34,27.63,15,0,2022,4,1,4,23.4855,4.949999999999999,1.2182539682539681,65.0,370.0,112.0,45.0,60.0,157.0,,105.85714285714286,92.96666666666667,0,0,1,0,0,1,0,1,0,0,1,0,0
2022-04-02,S001,P0009,202,156,72,14.82,20,1,2022,4,2,5,11.856000000000002,-3.7300000000000004,0.798921832884097,23.0,65.0,370.0,28.0,66.0,8.0,,102.71428571428571,88.5,1,0,0,0,0,0,1,1,0,0,1,0,0
2022-04-03,S001,P0009,394,20,149,77.32,10,1,2022,4,3,6,69.588,-4.590000000000003,0.9439628860944939,156.0,23.0,65.0,29.0,193.0,9.0,,121.0,93.43333333333334,0,0,0,0,0,0,0,0,0,0,1,0,0
2022-04-04,S001,P0009,263,240,63,75.97,0,0,2022,4,4,0,75.97,3.3599999999999994,1.0462746178212368,20.0,156.0,23.0,92.0,30.0,121.0,,119.71428571428571,93.8,0,1,0,0,1,0,0,0,0,0,1,0,0
2022-04-05,S001,P0009,322,30,132,98.1,15,1,2022,4,5,1,83.38499999999999,-0.9000000000000057,0.9909090909090909,240.0,20.0,156.0,112.0,27.0,77.0,,140.85714285714286,97.76666666666667,0,1,0,0,0,1,0,1,0,0,1,0,0
2022-04-06,S001,P0009,314,98,82,87.18,0,0,2022,4,6,2,87.18,-0.009999999999990905,0.9998853079481593,30.0,240.0,20.0,370.0,187.0,7.0,,129.14285714285714,96.2,0,0,1,0,0,0,0,0,0,1,1,0,0
2022-04-07,S001,P0009,403,189,192,55.3,10,0,2022,4,7,3,49.769999999999996,0.14000000000000057,1.00253807106599,98.0,30.0,240.0,65.0,289.0,37.0,,90.28571428571429,99.23333333333333,0,1,0,0,0,1,0,1,0,0,1,0,0
2022-04-08,S001,P0009,86,6,71,31.86,20,0,2022,4,8,4,25.488,1.7399999999999984,1.0577689243027888,189.0,98.0,30.0,23.0,45.0,128.0,,108.0,104.3,0,0,0,0,0,1,0,1,0,0,1,0,0
2022-04-09,S001,P0009,175,65,46,15.01,0,1,2022,4,9,5,15.01,-0.08999999999999986,0.9940397350993377,6.0,189.0,98.0,156.0,28.0,9.0,,105.57142857142857,100.23333333333333,0,0,1,0,0,1,0,1,0,0,1,0,0
2022-04-10,S001,P0009,146,111,106,13.0,15,1,2022,4,10,6,11.049999999999999,-0.8100000000000005,0.941346850108617,65.0,6.0,189.0,20.0,29.0,38.0,,92.57142857142857,102.1,0,0,0,0,0,0,0,0,0,1,1,0,0
2022-04-11,S001,P0009,96,54,193,16.01,20,1,2022,4,11,0,12.808000000000002,-0.46999999999999886,0.9714805825242719,111.0,65.0,6.0,240.0,92.0,59.0,,105.57142857142857,104.53333333333333,0,0,1,0,1,0,0,0,1,0,1,0,0
2022-04-12,S001,P0009,98,10,37,79.98,15,1,2022,4,12,1,67.983,4.210000000000008,1.0555628876864196,54.0,111.0,65.0,30.0,112.0,171.0,,79.0,104.36666666666666,0,0,0,0,0,1,0,0,0,0,1,0,0
2022-04-13,S001,P0009,312,118,43,64.3,15,1,2022,4,13,2,54.654999999999994,-1.2900000000000063,0.9803323677389845,10.0,54.0,111.0,98.0,370.0,143.0,,76.14285714285714,99.0,0,0,0,1,0,0,1,1,0,0,1,0,0
2022-04-14,S001,P0009,412,400,129,69.17,10,1,2022,4,14,3,62.253,0.6299999999999955,1.009191712868398,118.0,10.0,54.0,189.0,65.0,20.0,,79.0,98.16666666666667,1,0,0,0,1,0,0,0,1,0,1,0,0
2022-04-15,S001,P0009,207,166,49,13.32,20,1,2022,4,15,4,10.656,-3.9499999999999993,0.7712796757382745,400.0,118.0,10.0,6.0,23.0,107.0,,109.14285714285714,110.83333333333333,0,0,1,0,0,1,0,0,1,0,1,0,0
2022-04-16,S001,P0009,335,271,31,78.41,0,1,2022,4,16,5,78.41,-3.240000000000009,0.9603184323331291,166.0,400.0,118.0,65.0,156.0,105.0,,132.0,112.8,0,1,0,0,0,0,0,1,0,0,1,0,0
2022-04-17,S001,P0009,166,85,119,70.07,5,0,2022,4,17,6,66.56649999999999,4.529999999999987,1.0691180958193467,271.0,166.0,400.0,111.0,20.0,60.0,,161.42857142857142,118.33333333333333,0,1,0,0,1,0,0,0,0,0,1,0,0
2022-04-18,S001,P0009,356,2,186,73.61,10,0,2022,4,18,0,66.249,3.269999999999996,1.0464884845038385,85.0,271.0,166.0,54.0,240.0,66.0,,157.71428571428572,119.16666666666667,0,0,1,0,0,0,0,0,0,1,1,0,0
2022-04-19,S001,P0009,58,55,61,20.0,15,1,2022,4,19,1,17.0,-4.550000000000001,0.8146639511201629,2.0,85.0,271.0,10.0,30.0,193.0,,150.28571428571428,117.03333333333333,0,0,0,1,0,1,0,0,0,1,1,0,0
2022-04-20,S001,P0009,130,106,39,24.75,5,1,2022,4,20,2,23.5125,2.8500000000000014,1.13013698630137,55.0,2.0,85.0,118.0,98.0,30.0,,156.71428571428572,112.43333333333334,0,0,1,0,1,0,0,1,0,0,1,0,0
2022-04-21,S001,P0009,408,65,42,38.25,5,1,2022,4,21,3,36.3375,0.10000000000000142,1.0026212319790302,106.0,55.0,2.0,400.0,189.0,27.0,,155.0,114.96666666666667,0,0,1,0,1,0,0,0,1,0,1,0,0
2022-04-22,S001,P0009,108,20,29,46.11,20,0,2022,4,22,4,36.888,-4.149999999999999,0.9174293672900915,65.0,106.0,55.0,166.0,6.0,187.0,,107.14285714285714,116.23333333333333,0,0,0,1,0,0,0,0,1,0,1,0,0
2022-04-23,S001,P0009,68,15,43,52.18,15,0,2022,4,23,5,44.353,0.21999999999999886,1.00423402617398,20.0,65.0,106.0,271.0,65.0,289.0,,86.28571428571429,110.66666666666667,0,0,0,0,0,1,0,0,0,1,1,0,0
2022-04-24,S001,P0009,386,308,53,91.75,0,0,2022,4,24,6,91.75,1.0699999999999932,1.0117997353330392,15.0,20.0,65.0,85.0,111.0,45.0,,49.714285714285715,101.53333333333333,0,1,0,0,0,0,0,0,0,1,1,0,0
2022-04-25,S001,P0009,239,40,92,46.39,5,0,2022,4,25,0,44.070499999999996,3.039999999999999,1.0701268742791235,308.0,15.0,20.0,2.0,54.0,28.0,,81.57142857142857,110.3,0,0,1,0,0,0,1,1,0,0,1,0,0
2022-04-26,S001,P0009,476,461,76,67.72,0,0,2022,4,26,1,67.72,1.3400000000000034,1.0201868032539922,40.0,308.0,15.0,55.0,10.0,29.0,,87.0,110.7,0,0,1,0,1,0,0,1,0,0,1,0,0
2022-04-27,S001,P0009,109,29,82,92.08,5,0,2022,4,27,2,87.476,-3.6899999999999977,0.9614701889944659,461.0,40.0,308.0,106.0,118.0,92.0,,145.0,125.1,0,1,0,0,1,0,0,0,1,0,1,0,0
2022-04-28,S001,P0009,265,127,125,21.16,5,1,2022,4,28,3,20.102,-4.73,0.817303978370027,29.0,461.0,40.0,65.0,400.0,112.0,,134.0,123.0,0,0,0,0,1,0,0,0,0,1,1,0,0
2022-04-29,S001,P0009,397,95,78,53.76,15,0,2022,4,29,4,45.696,-0.39000000000000057,0.992797783933518,127.0,29.0,461.0,20.0,166.0,370.0,,142.85714285714286,123.5,0,0,0,1,0,0,1,0,1,0,1,0,0
2022-04-30,S001,P0009,435,408,155,13.18,15,1,2022,4,30,5,11.203,0.9900000000000002,1.081214109926169,95.0,127.0,29.0,15.0,271.0,65.0,,153.57142857142858,114.33333333333333,1,0,0,0,0,0,1,1,0,0,1,0,0
2022-05-01,S001,P0009,309,34,82,41.83,0,0,2022,5,1,6,41.83,0.00999999999999801,1.0002391200382592,408.0,95.0,127.0,308.0,85.0,23.0,,209.71428571428572,125.76666666666667,0,0,0,0,1,0,0,0,1,0,1,0,0
2022-05-02,S001,P0009,112,111,69,54.07,5,1,2022,5,2,0,51.366499999999995,-2.049999999999997,0.9634711332858161,34.0,408.0,95.0,40.0,2.0,156.0,,170.57142857142858,126.13333333333334,0,0,1,0,0,0,1,0,1,0,1,0,0
2022-05-03,S001,P0009,344,107,65,83.12,10,1,2022,5,3,1,74.808,4.490000000000009,1.0571028869388275,111.0,34.0,408.0,461.0,55.0,20.0,,180.71428571428572,124.63333333333334,0,1,0,0,0,0,0,1,0,0,1,0,0
2022-05-04,S001,P0009,470,20,156,34.13,0,1,2022,5,4,2,34.13,3.110000000000003,1.1002578981302387,107.0,111.0,34.0,29.0,106.0,240.0,,130.14285714285714,127.53333333333333,0,0,1,0,0,0,1,0,0,1,1,0,0
2022-05-05,S001,P0009,377,198,132,37.93,15,1,2022,5,5,3,32.2405,3.710000000000001,1.1084161309175922,20.0,107.0,111.0,127.0,65.0,30.0,,128.85714285714286,120.2,0,0,0,1,0,1,0,0,0,1,1,0,0
2022-05-06,S001,P0009,59,39,60,15.88,20,0,2022,5,6,4,12.704,2.460000000000001,1.1833084947839048,198.0,20.0,107.0,95.0,20.0,98.0,,139.0,125.8,0,0,0,0,0,0,1,0,0,1,1,0,0
2022-05-07,S001,P0009,465,430,122,20.6,0,0,2022,5,7,5,20.6,3.3500000000000014,1.1942028985507247,39.0,198.0,20.0,408.0,15.0,189.0,,131.0,123.83333333333333,1,0,0,0,0,1,0,1,0,0,1,0,0
2022-05-08,S001,P0009,429,317,93,20.44,15,0,2022,5,8,6,17.374000000000002,-2.4899999999999984,0.891408634976014,430.0,39.0,198.0,34.0,308.0,6.0,,134.14285714285714,131.86666666666667,0,1,0,0,1,0,0,1,0,0,1,0,0
2022-05-09,S001,P0009,299,179,71,42.78,0,0,2022,5,9,0,42.78,4.469999999999999,1.1166797180892718,317.0,430.0,39.0,111.0,40.0,65.0,,174.57142857142858,142.23333333333332,0,1,0,0,0,0,1,0,1,0,1,0,0
2022-05-10,S001,P0009,179,30,36,98.32,5,1,2022,5,10,1,93.40399999999998,1.3399999999999892,1.0138172819137965,179.0,317.0,430.0,107.0,461.0,111.0,,184.28571428571428,146.03333333333333,0,0,0,0,0,0,1,0,0,0,1,0,0
2022-05-11,S001,P0009,411,392,101,34.61,0,1,2022,5,11,2,34.61,-3.1199999999999974,0.9173071826133051,30.0,179.0,317.0,20.0,29.0,54.0,,173.28571428571428,143.33333333333334,0,0,0,1,0,0,0,0,0,0,1,0,0
2022-05-12,S001,P0009,137,3,114,26.97,15,0,2022,5,12,3,22.9245,2.6099999999999994,1.1071428571428572,392.0,30.0,179.0,198.0,127.0,10.0,,226.42857142857142,154.6,0,0,0,1,0,0,0,0,0,1,1,0,0
2022-05-13,S001,P0009,149,114,26,89.28,15,0,2022,5,13,4,75.888,-0.9200000000000017,0.98980044345898,3.0,392.0,30.0,39.0,95.0,118.0,,198.57142857142858,154.36666666666667,0,1,0,0,0,0,0,1,0,0,1,0,0
2022-05-14,S001,P0009,402,100,65,86.42,5,0,2022,5,14,5,82.099,-2.530000000000001,0.9715570545250141,114.0,3.0,392.0,430.0,408.0,400.0,,209.28571428571428,154.23333333333332,0,0,0,0,0,0,1,0,1,0,1,0,0
2022-05-15,S001,P0009,458,266,178,96.0,10,0,2022,5,15,6,86.4,-2.1099999999999994,0.9784935276730201,100.0,114.0,3.0,317.0,34.0,166.0,,162.14285714285714,144.23333333333332,0,1,0,0,0,1,0,0,0,1,1,0,0
2022-05-16,S001,P0009,129,97,142,10.65,0,0,2022,5,16,0,10.65,4.390000000000001,1.7012779552715656,266.0,100.0,114.0,179.0,111.0,271.0,,154.85714285714286,147.56666666666666,0,0,0,1,1,0,0,0,0,1,1,0,0
2022-05-17,S001,P0009,180,175,108,92.62,20,0,2022,5,17,1,74.096,2.7900000000000063,1.0310586663698098,97.0,266.0,100.0,30.0,107.0,85.0,,143.14285714285714,141.76666666666668,0,0,1,0,1,0,0,0,0,1,1,0,0
2022-05-18,S001,P0009,172,65,142,11.08,20,0,2022,5,18,2,8.864,3.66,1.4932614555256065,175.0,97.0,266.0,392.0,20.0,2.0,,163.85714285714286,144.76666666666668,0,0,0,1,0,1,0,0,0,1,1,0,0
2022-05-19,S001,P0009,94,71,103,78.86,20,1,2022,5,19,3,63.088,0.519999999999996,1.0066377329588971,65.0,175.0,97.0,3.0,198.0,55.0,,117.14285714285714,146.86666666666667,1,0,0,0,0,0,0,0,0,0,1,0,0
2022-05-20,S001,P0009,364,152,35,83.09,15,1,2022,5,20,4,70.62650000000001,3.5200000000000102,1.0442377780570569,71.0,65.0,175.0,114.0,39.0,106.0,,126.85714285714286,147.4,0,0,1,0,1,0,0,1,0,0,1,0,0
2022-05-21,S001,P0009,164,157,35,65.24,20,0,2022,5,21,5,52.192,2.0999999999999943,1.033259423503326,152.0,71.0,65.0,100.0,430.0,65.0,,132.28571428571428,148.93333333333334,0,0,0,1,1,0,0,1,0,0,1,0,0
2022-05-22,S001,P0009,243,180,198,83.68,5,0,2022,5,22,6,79.49600000000001,-0.9399999999999977,0.9888915150082723,157.0,152.0,71.0,266.0,317.0,20.0,,140.42857142857142,152.0,0,0,1,0,0,1,0,1,0,0,1,0,0
2022-05-23,S001,P0009,125,2,158,13.93,10,1,2022,5,23,0,12.537,4.18,1.4287179487179487,180.0,157.0,152.0,97.0,179.0,15.0,,128.14285714285714,157.33333333333334,0,0,1,0,0,0,0,0,0,0,1,0,0
2022-05-24,S001,P0009,441,204,170,43.0,15,0,2022,5,24,1,36.55,4.350000000000001,1.11254851228978,2.0,180.0,157.0,175.0,30.0,308.0,,114.57142857142857,156.9,1,0,0,0,0,1,0,0,0,0,1,0,0
2022-05-25,S001,P0009,302,33,72,43.37,15,1,2022,5,25,2,36.8645,-0.3500000000000014,0.9919945105215004,204.0,2.0,180.0,65.0,392.0,40.0,,118.71428571428571,153.43333333333334,0,0,0,1,0,0,1,0,0,1,1,0,0
2022-05-26,S001,P0009,165,47,167,81.39,0,1,2022,5,26,3,81.39,-0.5799999999999983,0.9929242405758204,33.0,204.0,2.0,71.0,3.0,461.0,,114.14285714285714,153.2,0,0,0,1,0,0,0,0,0,1,1,0,0
2022-05-27,S001,P0009,423,210,52,98.82,15,1,2022,5,27,4,83.99699999999999,-4.420000000000002,0.9571871367686943,47.0,33.0,204.0,152.0,114.0,29.0,,110.71428571428571,139.4,0,1,0,0,1,0,0,1,0,0,1,0,0
2022-05-28,S001,P0009,130,85,75,31.45,20,1,2022,5,28,5,25.16,2.2799999999999976,1.0781624957147753,210.0,47.0,33.0,157.0,100.0,127.0,,119.0,145.43333333333334,0,0,0,0,0,0,0,0,1,0,1,0,0
2022-05-29,S001,P0009,335,289,24,39.38,5,0,2022,5,29,6,37.411,-1.2299999999999969,0.9697118936222606,85.0,210.0,47.0,180.0,266.0,95.0,,108.71428571428571,144.03333333333333,0,1,0,0,0,0,0,1,0,0,1,0,0
2022-05-30,S001,P0009,167,163,72,40.02,0,0,2022,5,30,0,40.02,3.210000000000001,1.0872045639771801,289.0,85.0,210.0,2.0,97.0,408.0,,124.28571428571429,150.5,0,1,0,0,0,0,0,0,0,1,1,0,0
2022-05-31,S001,P0009,176,28,181,59.55,20,0,2022,5,31,1,47.64,-1.7700000000000031,0.9711350293542074,163.0,289.0,85.0,204.0,175.0,34.0,,147.28571428571428,142.33333333333334,0,0,0,0,0,0,1,0,0,0,1,0,0
2022-06-01,S001,P0009,192,88,30,68.13,5,1,2022,6,1,2,64.72349999999999,-2.780000000000001,0.9607953744182767,28.0,163.0,289.0,33.0,65.0,111.0,,122.14285714285714,142.13333333333333,0,0,0,1,0,1,0,0,1,0,0,1,0
2022-06-02,S001,P0009,208,168,97,51.25,20,1,2022,6,2,3,41.0,-2.520000000000003,0.9531337176864422,88.0,28.0,163.0,47.0,71.0,107.0,,130.0,141.36666666666667,0,0,0,1,1,0,0,0,0,1,0,1,0
2022-06-03,S001,P0009,102,21,112,88.56,5,0,2022,6,3,4,84.132,3.6299999999999955,1.0427410808901447,168.0,88.0,28.0,210.0,152.0,20.0,,147.28571428571428,143.4,1,0,0,0,0,0,1,1,0,0,0,1,0
2022-06-04,S001,P0009,233,3,154,79.08,20,0,2022,6,4,5,63.264,-4.570000000000007,0.9453676031081888,21.0,168.0,88.0,85.0,157.0,198.0,,120.28571428571429,143.43333333333334,1,0,0,0,1,0,0,0,0,0,0,1,0
2022-06-05,S001,P0009,148,3,157,74.6,5,1,2022,6,5,6,70.86999999999999,-2.1700000000000017,0.971733750162824,3.0,21.0,168.0,289.0,180.0,39.0,,108.57142857142857,136.93333333333334,0,1,0,0,0,0,0,0,0,0,0,1,0
2022-06-06,S001,P0009,146,60,110,98.18,20,0,2022,6,6,0,78.54400000000001,2.680000000000007,1.0280628272251309,3.0,3.0,21.0,163.0,2.0,430.0,,67.71428571428571,135.73333333333332,0,0,0,1,1,0,0,1,0,0,0,1,0
2022-06-07,S001,P0009,237,105,79,85.65,10,1,2022,6,7,1,77.08500000000001,-3.239999999999995,0.9635504556193049,60.0,3.0,3.0,28.0,204.0,317.0,,53.0,123.4,1,0,0,0,0,0,1,1,0,0,0,1,0
2022-06-08,S001,P0009,234,16,84,31.34,20,0,2022,6,8,2,25.072000000000003,-4.760000000000002,0.8681440443213296,105.0,60.0,3.0,88.0,33.0,179.0,,64.0,116.33333333333333,0,0,0,1,0,0,1,0,0,0,0,1,0
2022-06-09,S001,P0009,253,28,194,37.81,15,0,2022,6,9,3,32.1385,-2.75,0.9321992110453649,16.0,105.0,60.0,168.0,47.0,30.0,,53.714285714285715,110.9,0,1,0,0,0,1,0,0,1,0,0,1,0
2022-06-10,S001,P0009,412,308,79,52.49,5,0,2022,6,10,4,49.8655,-3.5799999999999983,0.9361512395220261,28.0,16.0,105.0,21.0,210.0,392.0,,33.714285714285715,110.83333333333333,1,0,0,0,1,0,0,1,0,0,0,1,0
2022-06-11,S001,P0009,126,55,139,47.18,20,0,2022,6,11,5,37.744,1.6799999999999997,1.0369230769230768,308.0,28.0,16.0,3.0,85.0,3.0,,74.71428571428571,108.03333333333333,0,0,0,0,0,0,1,1,0,0,0,1,0
2022-06-12,S001,P0009,185,74,160,98.39,10,1,2022,6,12,6,88.551,-4.349999999999994,0.9576601129063657,55.0,308.0,28.0,3.0,289.0,114.0,,82.14285714285714,109.76666666666667,0,0,0,0,0,0,0,0,0,1,0,1,0
2022-06-13,S001,P0009,384,283,61,49.64,0,0,2022,6,13,0,49.64,1.6099999999999994,1.0335207162190299,74.0,55.0,308.0,60.0,163.0,100.0,,92.28571428571429,108.43333333333334,0,0,0,0,0,0,1,1,0,0,0,1,0
2022-06-14,S001,P0009,347,1,94,21.99,15,1,2022,6,14,1,18.691499999999998,-3.960000000000001,0.8473988439306358,283.0,74.0,55.0,105.0,28.0,266.0,,124.14285714285714,114.53333333333333,0,1,0,0,0,1,0,1,0,0,0,1,0
